#	"-B"
Geneid	Length
ENSMUSG00000029272.8	1242
ENSMUSG00000106074.1	92
ENSMUSG00000106217.1	409
ENSMUSG00000105246.1	1517
ENSMUSG00000070702.7	6247
ENSMUSG00000063157.7	6926
ENSMUSG00000094386.1	123
ENSMUSG00000105796.1	105
ENSMUSG00000095333.1	123
ENSMUSG00000061937.5	3504
ENSMUSG00000061388.9	4259
ENSMUSG00000002240.10	1337
ENSMUSG00000104839.1	835
ENSMUSG00000067156.5	2655
ENSMUSG00000009580.13	1376
ENSMUSG00000099605.1	783
ENSMUSG00000105888.1	430
ENSMUSG00000001622.13	4152
ENSMUSG00000055961.7	2868
ENSMUSG00000007457.3	1603
ENSMUSG00000100704.1	500
ENSMUSG00000007907.4	1505
ENSMUSG00000029280.11	639
ENSMUSG00000105905.1	1858
ENSMUSG00000104640.1	379
ENSMUSG00000029281.11	1352
ENSMUSG00000079439.1	54
ENSMUSG00000105807.1	355
ENSMUSG00000079438.1	54
ENSMUSG00000106065.1	275
ENSMUSG00000105576.1	379
ENSMUSG00000106593.1	1891
ENSMUSG00000090302.1	685
ENSMUSG00000064156.8	1163
ENSMUSG00000029282.3	1022
ENSMUSG00000106633.1	340
ENSMUSG00000105013.1	546
ENSMUSG00000029288.9	1919
ENSMUSG00000029286.10	5490
ENSMUSG00000067149.6	2517
ENSMUSG00000106322.1	121
ENSMUSG00000070697.4	1629
ENSMUSG00000029291.9	10214
ENSMUSG00000044221.12	3036
ENSMUSG00000006262.13	15033
ENSMUSG00000095524.1	483
ENSMUSG00000029366.10	3781
ENSMUSG00000105640.1	716
ENSMUSG00000106305.1	1630
ENSMUSG00000082389.2	1390
ENSMUSG00000060961.12	10815
ENSMUSG00000035540.10	1845
ENSMUSG00000106534.1	826
ENSMUSG00000104715.1	2141
ENSMUSG00000035528.4	1643
ENSMUSG00000043635.10	5430
ENSMUSG00000084500.1	324
ENSMUSG00000077175.1	129
ENSMUSG00000043618.9	447
ENSMUSG00000035505.12	2710
ENSMUSG00000055204.12	35531
ENSMUSG00000054945.3	1284
ENSMUSG00000106725.1	2647
ENSMUSG00000029368.10	2342
ENSMUSG00000054932.4	3368
ENSMUSG00000106788.1	371
ENSMUSG00000029369.15	3038
ENSMUSG00000106863.1	906
ENSMUSG00000106705.1	571
ENSMUSG00000070690.5	2919
ENSMUSG00000029370.8	4260
ENSMUSG00000107072.1	314
ENSMUSG00000029371.7	1863
ENSMUSG00000029372.7	1083
ENSMUSG00000029373.7	721
ENSMUSG00000029379.10	3498
ENSMUSG00000029375.6	2127
ENSMUSG00000093082.1	70
ENSMUSG00000106957.1	3132
ENSMUSG00000107044.1	2657
ENSMUSG00000029380.11	1875
ENSMUSG00000088075.1	117
ENSMUSG00000058427.8	2068
ENSMUSG00000107218.1	550
ENSMUSG00000029376.8	6645
ENSMUSG00000035020.9	1807
ENSMUSG00000107350.1	408
ENSMUSG00000029377.5	4128
ENSMUSG00000029378.5	1215
ENSMUSG00000094938.1	107
ENSMUSG00000107198.1	3201
ENSMUSG00000082361.4	4520
ENSMUSG00000034981.9	5068
ENSMUSG00000107261.1	375
ENSMUSG00000106917.1	880
ENSMUSG00000099468.1	351
ENSMUSG00000101978.1	492
ENSMUSG00000106712.1	822
ENSMUSG00000107337.1	884
ENSMUSG00000096726.2	495
ENSMUSG00000107301.1	310
ENSMUSG00000029397.13	3773
ENSMUSG00000107200.1	963
ENSMUSG00000102644.3	4119
ENSMUSG00000088102.1	276
ENSMUSG00000096035.2	3506
ENSMUSG00000029403.12	6064
ENSMUSG00000097479.1	3135
ENSMUSG00000029405.14	8659
ENSMUSG00000088712.1	129
ENSMUSG00000088949.1	107
ENSMUSG00000029407.8	5847
ENSMUSG00000084111.4	636
ENSMUSG00000107354.1	558
ENSMUSG00000084745.1	144
ENSMUSG00000029409.5	800
ENSMUSG00000029410.9	2983
ENSMUSG00000029413.12	3721
ENSMUSG00000029415.2	6537
ENSMUSG00000106698.1	528
ENSMUSG00000088623.1	119
ENSMUSG00000029417.9	3016
ENSMUSG00000034842.14	3932
ENSMUSG00000034855.11	2252
ENSMUSG00000060183.6	3794
ENSMUSG00000082068.1	1608
ENSMUSG00000034826.12	3328
ENSMUSG00000088777.1	144
ENSMUSG00000029426.8	6285
ENSMUSG00000099160.1	100
ENSMUSG00000057068.13	2110
ENSMUSG00000047963.7	2221
ENSMUSG00000050050.14	6193
ENSMUSG00000029381.13	13128
ENSMUSG00000092266.1	321
ENSMUSG00000089268.1	112
ENSMUSG00000097135.1	3306
ENSMUSG00000106930.1	574
ENSMUSG00000089018.1	108
ENSMUSG00000045314.5	3900
ENSMUSG00000088240.1	136
ENSMUSG00000107374.1	2137
ENSMUSG00000107194.1	593
ENSMUSG00000058013.9	9472
ENSMUSG00000107019.1	2090
ENSMUSG00000063015.10	3303
ENSMUSG00000106870.1	1903
ENSMUSG00000083700.1	382
ENSMUSG00000029384.5	1275
ENSMUSG00000029385.12	5458
ENSMUSG00000053208.10	2490
ENSMUSG00000107356.1	645
ENSMUSG00000106699.1	898
ENSMUSG00000096044.2	2268
ENSMUSG00000070686.8	2966
ENSMUSG00000107346.1	1439
ENSMUSG00000106954.1	259
ENSMUSG00000107159.1	1389
ENSMUSG00000107247.1	677
ENSMUSG00000107392.1	2473
ENSMUSG00000096230.2	1848
ENSMUSG00000106701.1	1443
ENSMUSG00000106916.1	1395
ENSMUSG00000072822.2	1897
ENSMUSG00000072821.4	1596
ENSMUSG00000096259.2	2383
ENSMUSG00000094560.1	1848
ENSMUSG00000095718.2	1533
ENSMUSG00000073497.4	2043
ENSMUSG00000107315.1	1218
ENSMUSG00000074011.4	1582
ENSMUSG00000095074.2	2905
ENSMUSG00000095503.2	1848
ENSMUSG00000094195.2	1582
ENSMUSG00000092073.6	2515
ENSMUSG00000107064.1	1442
ENSMUSG00000107187.1	1240
ENSMUSG00000095954.2	2905
ENSMUSG00000107285.1	1249
ENSMUSG00000073510.2	1389
ENSMUSG00000096742.1	2464
ENSMUSG00000107376.1	1442
ENSMUSG00000106780.1	1050
ENSMUSG00000092166.1	1500
ENSMUSG00000095996.2	2924
ENSMUSG00000096066.2	1848
ENSMUSG00000107348.1	1443
ENSMUSG00000079424.6	2680
ENSMUSG00000107122.1	1434
ENSMUSG00000106821.1	1436
ENSMUSG00000107357.1	1431
ENSMUSG00000070677.6	2565
ENSMUSG00000079423.4	2657
ENSMUSG00000094043.2	1848
ENSMUSG00000106690.1	1443
ENSMUSG00000107213.1	1395
ENSMUSG00000096139.2	1897
ENSMUSG00000072814.8	1590
ENSMUSG00000072813.5	2476
ENSMUSG00000106805.1	1364
ENSMUSG00000096617.3	1002
ENSMUSG00000094471.1	107
ENSMUSG00000023078.6	1150
ENSMUSG00000107092.1	1384
ENSMUSG00000034724.15	10313
ENSMUSG00000090468.3	411
ENSMUSG00000029486.11	4295
ENSMUSG00000034687.6	17709
ENSMUSG00000106263.1	501
ENSMUSG00000105446.1	385
ENSMUSG00000106526.1	801
ENSMUSG00000029484.10	3643
ENSMUSG00000105356.1	2146
ENSMUSG00000104955.1	655
ENSMUSG00000106319.1	1541
ENSMUSG00000104698.1	3224
ENSMUSG00000064550.1	194
ENSMUSG00000105283.1	489
ENSMUSG00000105871.1	542
ENSMUSG00000106357.1	462
ENSMUSG00000105377.1	520
ENSMUSG00000105257.1	485
ENSMUSG00000105006.1	1159
ENSMUSG00000034663.11	8480
ENSMUSG00000104591.1	628
ENSMUSG00000055725.9	7566
ENSMUSG00000104736.1	2694
ENSMUSG00000105850.1	666
ENSMUSG00000067161.6	892
ENSMUSG00000104717.1	388
ENSMUSG00000046000.5	3424
ENSMUSG00000097516.5	2913
ENSMUSG00000050553.3	1880
ENSMUSG00000029338.11	6655
ENSMUSG00000105801.1	1567
ENSMUSG00000106518.1	2439
ENSMUSG00000105117.1	311
ENSMUSG00000105441.1	616
ENSMUSG00000098073.1	996
ENSMUSG00000035456.8	4553
ENSMUSG00000045238.8	2393
ENSMUSG00000029337.2	2501
ENSMUSG00000057816.5	1448
ENSMUSG00000104545.1	2931
ENSMUSG00000106273.1	381
ENSMUSG00000105814.1	109
ENSMUSG00000077424.1	131
ENSMUSG00000079416.1	99
ENSMUSG00000067101.5	1355
ENSMUSG00000029335.5	7398
ENSMUSG00000029334.12	5369
ENSMUSG00000089659.2	420
ENSMUSG00000105579.2	2712
ENSMUSG00000029333.12	3261
ENSMUSG00000105686.1	3252
ENSMUSG00000089809.6	10496
ENSMUSG00000104753.1	2649
ENSMUSG00000090006.1	563
ENSMUSG00000089627.1	809
ENSMUSG00000090146.1	791
ENSMUSG00000087791.1	132
ENSMUSG00000089743.5	1117
ENSMUSG00000029331.3	916
ENSMUSG00000105218.2	2348
ENSMUSG00000104731.1	458
ENSMUSG00000084445.1	76
ENSMUSG00000105078.1	600
ENSMUSG00000089062.1	99
ENSMUSG00000105276.1	216
ENSMUSG00000000568.13	7354
ENSMUSG00000091623.1	698
ENSMUSG00000035364.1	603
ENSMUSG00000029328.13	4818
ENSMUSG00000029326.11	2509
ENSMUSG00000089491.1	83
ENSMUSG00000050640.14	5555
ENSMUSG00000086259.5	1556
ENSMUSG00000103927.1	2116
ENSMUSG00000100157.4	1127
ENSMUSG00000085915.1	886
ENSMUSG00000035325.14	7884
ENSMUSG00000097772.5	4071
ENSMUSG00000098355.1	74
ENSMUSG00000098396.1	69
ENSMUSG00000098711.1	138
ENSMUSG00000098793.1	179
ENSMUSG00000106391.1	1836
ENSMUSG00000035310.13	5820
ENSMUSG00000088742.1	76
ENSMUSG00000105181.1	434
ENSMUSG00000087786.1	160
ENSMUSG00000035297.12	5006
ENSMUSG00000029322.10	1592
ENSMUSG00000104993.1	353
ENSMUSG00000029319.7	2624
ENSMUSG00000085269.1	876
ENSMUSG00000035273.12	3516
ENSMUSG00000035266.14	5069
ENSMUSG00000016833.12	1076
ENSMUSG00000104761.1	2297
ENSMUSG00000035234.16	3011
ENSMUSG00000105607.1	1076
ENSMUSG00000105755.1	424
ENSMUSG00000077354.1	134
ENSMUSG00000087611.1	3055
ENSMUSG00000029314.12	3502
ENSMUSG00000106178.1	2350
ENSMUSG00000106255.1	922
ENSMUSG00000105965.1	292
ENSMUSG00000106610.1	802
ENSMUSG00000092503.1	231
ENSMUSG00000035187.10	3138
ENSMUSG00000105097.1	637
ENSMUSG00000106164.1	1178
ENSMUSG00000029330.8	3939
ENSMUSG00000104966.1	2594
ENSMUSG00000105632.1	1584
ENSMUSG00000043940.12	15343
ENSMUSG00000092354.5	1637
ENSMUSG00000106451.1	1345
ENSMUSG00000105761.1	1037
ENSMUSG00000106492.1	1017
ENSMUSG00000105088.1	769
ENSMUSG00000106189.1	2069
ENSMUSG00000106295.1	744
ENSMUSG00000106586.1	1481
ENSMUSG00000057315.12	8792
ENSMUSG00000046709.14	11130
ENSMUSG00000105253.1	255
ENSMUSG00000105947.1	2472
ENSMUSG00000104956.1	1624
ENSMUSG00000104688.1	588
ENSMUSG00000104808.1	1136
ENSMUSG00000105426.1	350
ENSMUSG00000104684.1	2393
ENSMUSG00000034573.12	12102
ENSMUSG00000104580.1	630
ENSMUSG00000088474.1	293
ENSMUSG00000029321.1	2124
ENSMUSG00000084126.1	576
ENSMUSG00000105018.1	943
ENSMUSG00000029320.9	1751
ENSMUSG00000088121.1	171
ENSMUSG00000029313.16	9458
ENSMUSG00000029312.10	3489
ENSMUSG00000105019.1	328
ENSMUSG00000095133.1	107
ENSMUSG00000034528.13	2157
ENSMUSG00000082527.1	222
ENSMUSG00000029311.14	3265
ENSMUSG00000106035.1	2779
ENSMUSG00000029310.11	2392
ENSMUSG00000093690.1	61
ENSMUSG00000105261.1	2262
ENSMUSG00000091034.6	564
ENSMUSG00000029309.5	2937
ENSMUSG00000097877.2	5491
ENSMUSG00000053268.7	4431
ENSMUSG00000029307.7	2764
ENSMUSG00000105615.1	1061
ENSMUSG00000094432.1	110
ENSMUSG00000029306.8	2068
ENSMUSG00000053863.3	1682
ENSMUSG00000029304.12	1648
ENSMUSG00000105954.1	1252
ENSMUSG00000034462.9	10169
ENSMUSG00000079065.3	5409
ENSMUSG00000097392.2	4938
ENSMUSG00000048334.8	1449
ENSMUSG00000072774.8	4730
ENSMUSG00000029299.12	3550
ENSMUSG00000096561.1	107
ENSMUSG00000105555.1	369
ENSMUSG00000104899.1	507
ENSMUSG00000106392.1	282
ENSMUSG00000034438.14	3443
ENSMUSG00000029298.13	5173
ENSMUSG00000079363.5	7494
ENSMUSG00000079362.5	4310
ENSMUSG00000105096.1	3873
ENSMUSG00000104713.2	5954
ENSMUSG00000092021.6	2692
ENSMUSG00000103344.1	1860
ENSMUSG00000097237.1	2249
ENSMUSG00000106438.1	2507
ENSMUSG00000070639.5	6726
ENSMUSG00000105826.1	2172
ENSMUSG00000054720.10	7654
ENSMUSG00000085771.1	650
ENSMUSG00000046079.14	12573
ENSMUSG00000067058.7	393
ENSMUSG00000084878.1	586
ENSMUSG00000094708.1	1002
ENSMUSG00000105074.1	466
ENSMUSG00000029290.10	7217
ENSMUSG00000105341.1	2262
ENSMUSG00000105129.1	610
ENSMUSG00000095052.1	107
ENSMUSG00000106483.1	2701
ENSMUSG00000105600.1	1151
ENSMUSG00000106669.1	856
ENSMUSG00000105508.1	810
ENSMUSG00000105531.1	961
ENSMUSG00000104604.1	323
ENSMUSG00000106594.1	1284
ENSMUSG00000105618.1	1042
ENSMUSG00000034384.11	2314
ENSMUSG00000097018.2	2261
ENSMUSG00000099061.1	984
ENSMUSG00000098302.1	254
ENSMUSG00000101237.1	513
ENSMUSG00000091096.1	69
ENSMUSG00000106142.1	742
ENSMUSG00000049606.14	14001
ENSMUSG00000104706.1	2905
ENSMUSG00000088602.2	122
ENSMUSG00000106301.1	648
ENSMUSG00000043410.14	6687
ENSMUSG00000098703.1	99
ENSMUSG00000067047.3	243
ENSMUSG00000029283.15	4183
ENSMUSG00000106554.1	1231
ENSMUSG00000029287.12	6545
ENSMUSG00000106643.1	3571
ENSMUSG00000105033.1	2094
ENSMUSG00000084218.1	745
ENSMUSG00000106671.1	2167
ENSMUSG00000088429.1	102
ENSMUSG00000029279.13	5115
ENSMUSG00000081798.1	637
ENSMUSG00000106396.1	662
ENSMUSG00000064554.1	119
ENSMUSG00000033805.10	1646
ENSMUSG00000090558.1	951
ENSMUSG00000033794.6	2782
ENSMUSG00000070632.4	1825
ENSMUSG00000089628.1	555
ENSMUSG00000044060.15	7184
ENSMUSG00000106631.1	6252
ENSMUSG00000089798.7	7963
ENSMUSG00000029276.11	2688
ENSMUSG00000033773.12	4136
ENSMUSG00000085900.1	537
ENSMUSG00000097035.2	688
ENSMUSG00000105421.1	997
ENSMUSG00000106333.1	1740
ENSMUSG00000029275.15	3246
ENSMUSG00000090030.1	1667
ENSMUSG00000011831.14	8060
ENSMUSG00000106288.1	1346
ENSMUSG00000063447.7	1678
ENSMUSG00000083609.1	286
ENSMUSG00000104748.1	1165
ENSMUSG00000058558.10	3920
ENSMUSG00000064453.1	94
ENSMUSG00000077222.1	132
ENSMUSG00000077426.1	132
ENSMUSG00000029270.8	2892
ENSMUSG00000084855.2	227
ENSMUSG00000096920.1	422
ENSMUSG00000029267.15	5698
ENSMUSG00000063406.9	7688
ENSMUSG00000056531.9	6433
ENSMUSG00000105554.1	1003
ENSMUSG00000105188.1	586
ENSMUSG00000105591.1	476
ENSMUSG00000029265.4	3478
ENSMUSG00000106103.1	1380
ENSMUSG00000029263.13	4573
ENSMUSG00000104904.1	1095
ENSMUSG00000106304.1	938
ENSMUSG00000105867.1	475
ENSMUSG00000072769.4	6859
ENSMUSG00000029491.7	5026
ENSMUSG00000050856.14	616
ENSMUSG00000029490.3	2508
ENSMUSG00000033623.11	9544
ENSMUSG00000060730.8	354
ENSMUSG00000033615.9	2189
ENSMUSG00000105590.1	3274
ENSMUSG00000062234.12	6439
ENSMUSG00000105084.1	2106
ENSMUSG00000013495.13	5928
ENSMUSG00000004815.10	7189
ENSMUSG00000033540.16	4204
ENSMUSG00000046959.14	4050
ENSMUSG00000008090.12	2782
ENSMUSG00000055385.9	1402
ENSMUSG00000101762.1	511
ENSMUSG00000004821.1	763
ENSMUSG00000090961.1	2547
ENSMUSG00000093756.1	1403
ENSMUSG00000091624.1	2547
ENSMUSG00000093479.1	513
ENSMUSG00000103580.1	3522
ENSMUSG00000093510.1	2947
ENSMUSG00000105808.1	224
ENSMUSG00000105193.1	374
ENSMUSG00000093725.1	1068
ENSMUSG00000067010.3	4706
ENSMUSG00000093545.1	718
ENSMUSG00000091450.1	2586
ENSMUSG00000090688.1	2496
ENSMUSG00000091635.1	2496
ENSMUSG00000091059.1	2547
ENSMUSG00000093543.1	1885
ENSMUSG00000091375.1	2568
ENSMUSG00000092080.1	2553
ENSMUSG00000093663.1	1349
ENSMUSG00000091879.1	2550
ENSMUSG00000105303.1	584
ENSMUSG00000093688.1	1280
ENSMUSG00000106028.1	489
ENSMUSG00000033467.10	1495
ENSMUSG00000094409.1	571
ENSMUSG00000098393.1	85
ENSMUSG00000072763.2	3341
ENSMUSG00000072762.7	2409
ENSMUSG00000049477.5	363
ENSMUSG00000105471.1	665
ENSMUSG00000105044.1	645
ENSMUSG00000097140.1	551
ENSMUSG00000097489.1	411
ENSMUSG00000090015.6	3780
ENSMUSG00000097863.1	589
ENSMUSG00000066613.12	3272
ENSMUSG00000090963.1	255
ENSMUSG00000064247.12	3811
ENSMUSG00000033434.13	2825
ENSMUSG00000023284.13	3497
ENSMUSG00000081865.1	828
ENSMUSG00000014668.13	4437
ENSMUSG00000105541.1	636
ENSMUSG00000086247.5	2992
ENSMUSG00000029502.12	12671
ENSMUSG00000104720.1	708
ENSMUSG00000104970.1	594
ENSMUSG00000029501.12	5520
ENSMUSG00000029500.14	2373
ENSMUSG00000097367.1	1378
ENSMUSG00000087439.1	931
ENSMUSG00000029499.9	1200
ENSMUSG00000007080.12	11160
ENSMUSG00000087722.1	152
ENSMUSG00000081256.1	319
ENSMUSG00000085606.1	769
ENSMUSG00000029503.14	2574
ENSMUSG00000072754.7	1183
ENSMUSG00000043323.14	8078
ENSMUSG00000097904.1	1833
ENSMUSG00000105482.1	1958
ENSMUSG00000105603.1	1447
ENSMUSG00000048215.12	1888
ENSMUSG00000033316.12	3006
ENSMUSG00000033294.9	2596
ENSMUSG00000029504.5	5248
ENSMUSG00000105161.1	1607
ENSMUSG00000029505.15	13971
ENSMUSG00000099284.1	67
ENSMUSG00000095178.1	107
ENSMUSG00000077254.1	133
ENSMUSG00000096238.1	107
ENSMUSG00000086401.1	2260
ENSMUSG00000029507.14	2180
ENSMUSG00000097152.1	996
ENSMUSG00000029512.9	6488
ENSMUSG00000043510.10	905
ENSMUSG00000029521.5	3001
ENSMUSG00000104602.1	406
ENSMUSG00000033209.15	12315
ENSMUSG00000081104.1	498
ENSMUSG00000105112.1	553
ENSMUSG00000076163.1	109
ENSMUSG00000083771.1	367
ENSMUSG00000105890.1	734
ENSMUSG00000106153.1	2378
ENSMUSG00000105027.1	540
ENSMUSG00000099130.1	111
ENSMUSG00000106374.1	807
ENSMUSG00000099219.1	160
ENSMUSG00000050017.9	3377
ENSMUSG00000104559.1	775
ENSMUSG00000070576.4	6940
ENSMUSG00000106560.1	2122
ENSMUSG00000052848.5	3614
ENSMUSG00000104833.1	669
ENSMUSG00000096949.1	93
ENSMUSG00000085271.5	928
ENSMUSG00000085919.1	261
ENSMUSG00000105376.2	615
ENSMUSG00000106060.1	3225
ENSMUSG00000104538.1	270
ENSMUSG00000101683.4	718
ENSMUSG00000097767.6	9293
ENSMUSG00000098395.1	361
ENSMUSG00000099235.1	74
ENSMUSG00000097986.1	390
ENSMUSG00000098599.1	150
ENSMUSG00000099010.1	135
ENSMUSG00000066975.10	838
ENSMUSG00000029343.15	985
ENSMUSG00000029344.12	2793
ENSMUSG00000029345.11	4086
ENSMUSG00000029346.10	1638
ENSMUSG00000042328.11	3948
ENSMUSG00000051503.2	2233
ENSMUSG00000105368.1	1261
ENSMUSG00000104885.1	367
ENSMUSG00000093637.1	707
ENSMUSG00000029348.9	4010
ENSMUSG00000058153.12	6067
ENSMUSG00000072722.2	2313
ENSMUSG00000098027.1	727
ENSMUSG00000097962.5	1081
ENSMUSG00000105735.1	1301
ENSMUSG00000105152.1	1436
ENSMUSG00000104807.1	613
ENSMUSG00000072720.7	10698
ENSMUSG00000098230.5	1391
ENSMUSG00000042249.9	8693
ENSMUSG00000065373.1	109
ENSMUSG00000042240.12	2012
ENSMUSG00000105406.1	481
ENSMUSG00000029352.12	2333
ENSMUSG00000051339.8	5876
ENSMUSG00000106541.1	564
ENSMUSG00000104576.1	1894
ENSMUSG00000106191.1	381
ENSMUSG00000106659.1	726
ENSMUSG00000106206.1	921
ENSMUSG00000066964.2	1827
ENSMUSG00000042216.11	7466
ENSMUSG00000104705.1	1200
ENSMUSG00000105174.1	1295
ENSMUSG00000105778.1	53
ENSMUSG00000104840.1	56
ENSMUSG00000053873.1	528
ENSMUSG00000063430.9	15332
ENSMUSG00000042190.10	3408
ENSMUSG00000085713.1	420
ENSMUSG00000042184.9	1520
ENSMUSG00000053334.6	3133
ENSMUSG00000018974.5	5657
ENSMUSG00000105031.1	204
ENSMUSG00000025825.10	2176
ENSMUSG00000054675.5	2315
ENSMUSG00000104972.1	368
ENSMUSG00000048163.11	4272
ENSMUSG00000004530.10	9664
ENSMUSG00000090458.1	372
ENSMUSG00000106623.1	3276
ENSMUSG00000105071.1	4504
ENSMUSG00000105664.1	494
ENSMUSG00000065320.1	81
ENSMUSG00000042121.14	8892
ENSMUSG00000042096.13	2952
ENSMUSG00000042078.12	4556
ENSMUSG00000029592.9	6064
ENSMUSG00000106484.1	1065
ENSMUSG00000105514.1	1853
ENSMUSG00000044339.10	1115
ENSMUSG00000029591.12	5468
ENSMUSG00000042010.14	9632
ENSMUSG00000084243.1	519
ENSMUSG00000042002.9	3371
ENSMUSG00000066952.9	5927
ENSMUSG00000001098.13	4039
ENSMUSG00000029577.11	5294
ENSMUSG00000098731.1	72
ENSMUSG00000029575.15	3670
ENSMUSG00000041939.12	2675
ENSMUSG00000086302.1	473
ENSMUSG00000041930.7	3141
ENSMUSG00000014158.9	4076
ENSMUSG00000011884.11	1762
ENSMUSG00000002486.13	7397
ENSMUSG00000107340.1	567
ENSMUSG00000098656.1	64
ENSMUSG00000041890.15	17362
ENSMUSG00000092183.1	1247
ENSMUSG00000041870.14	5983
ENSMUSG00000072694.7	1746
ENSMUSG00000092252.1	444
ENSMUSG00000092486.1	947
ENSMUSG00000082052.1	643
ENSMUSG00000107256.1	3201
ENSMUSG00000098343.1	117
ENSMUSG00000029564.10	3964
ENSMUSG00000107108.1	2925
ENSMUSG00000080707.1	345
ENSMUSG00000029561.15	6374
ENSMUSG00000087477.1	346
ENSMUSG00000041827.13	2608
ENSMUSG00000029559.13	3303
ENSMUSG00000029556.10	5032
ENSMUSG00000086054.2	1370
ENSMUSG00000086140.1	442
ENSMUSG00000106838.1	558
ENSMUSG00000029550.9	6648
ENSMUSG00000107054.1	1315
ENSMUSG00000086167.3	372
ENSMUSG00000072693.2	607
ENSMUSG00000072692.7	752
ENSMUSG00000029545.11	2269
ENSMUSG00000046562.5	4603
ENSMUSG00000048578.11	6007
ENSMUSG00000029544.14	5832
ENSMUSG00000083182.1	363
ENSMUSG00000060152.12	2296
ENSMUSG00000041740.14	7556
ENSMUSG00000083875.1	302
ENSMUSG00000041733.8	3034
ENSMUSG00000082610.1	138
ENSMUSG00000009013.5	3890
ENSMUSG00000086368.2	3099
ENSMUSG00000029538.11	1360
ENSMUSG00000029536.8	1797
ENSMUSG00000029535.4	1088
ENSMUSG00000041697.8	702
ENSMUSG00000107288.1	481
ENSMUSG00000086352.1	637
ENSMUSG00000087292.1	612
ENSMUSG00000106887.1	1904
ENSMUSG00000107240.1	2258
ENSMUSG00000054256.9	5800
ENSMUSG00000107353.1	579
ENSMUSG00000029522.10	713
ENSMUSG00000029524.14	2398
ENSMUSG00000096243.1	141
ENSMUSG00000094377.1	141
ENSMUSG00000081282.2	501
ENSMUSG00000029528.15	8195
ENSMUSG00000086849.1	256
ENSMUSG00000067274.8	1659
ENSMUSG00000041638.16	17815
ENSMUSG00000099047.1	61
ENSMUSG00000107121.1	768
ENSMUSG00000029518.13	2820
ENSMUSG00000099254.1	60
ENSMUSG00000041609.14	6157
ENSMUSG00000083833.4	483
ENSMUSG00000029516.17	16417
ENSMUSG00000106869.1	2291
ENSMUSG00000107263.1	1865
ENSMUSG00000085376.1	901
ENSMUSG00000029513.12	3066
ENSMUSG00000084992.1	1118
ENSMUSG00000090728.1	153
ENSMUSG00000079278.1	2477
ENSMUSG00000086655.1	1599
ENSMUSG00000043913.12	4703
ENSMUSG00000086122.1	347
ENSMUSG00000086055.1	337
ENSMUSG00000087124.1	506
ENSMUSG00000084921.1	531
ENSMUSG00000086715.1	602
ENSMUSG00000106766.1	1463
ENSMUSG00000086945.1	734
ENSMUSG00000041548.4	1950
ENSMUSG00000086219.5	3655
ENSMUSG00000063919.10	8662
ENSMUSG00000107021.1	1387
ENSMUSG00000107172.1	1343
ENSMUSG00000106914.1	722
ENSMUSG00000107369.1	657
ENSMUSG00000106909.1	850
ENSMUSG00000107237.1	660
ENSMUSG00000041512.3	433
ENSMUSG00000107327.1	581
ENSMUSG00000066900.9	11321
ENSMUSG00000086047.1	1157
ENSMUSG00000061288.11	11159
ENSMUSG00000107225.1	2926
ENSMUSG00000084587.1	121
ENSMUSG00000032959.10	1768
ENSMUSG00000106829.1	378
ENSMUSG00000106714.1	2592
ENSMUSG00000097163.2	2044
ENSMUSG00000072688.2	748
ENSMUSG00000066894.12	5305
ENSMUSG00000081274.2	437
ENSMUSG00000029364.13	5857
ENSMUSG00000029363.12	4669
ENSMUSG00000086075.1	3561
ENSMUSG00000061578.8	13590
ENSMUSG00000107199.1	960
ENSMUSG00000029361.16	11151
ENSMUSG00000104071.1	107
ENSMUSG00000098072.1	1306
ENSMUSG00000088085.1	107
ENSMUSG00000032898.7	5545
ENSMUSG00000107058.1	922
ENSMUSG00000029359.11	1591
ENSMUSG00000032867.8	5525
ENSMUSG00000029360.3	3004
ENSMUSG00000088293.1	107
ENSMUSG00000046607.6	5677
ENSMUSG00000032850.14	5593
ENSMUSG00000089248.1	290
ENSMUSG00000032840.7	5649
ENSMUSG00000095477.1	132
ENSMUSG00000106812.1	211
ENSMUSG00000093041.1	92
ENSMUSG00000082365.2	758
ENSMUSG00000018076.10	15427
ENSMUSG00000106912.1	1345
ENSMUSG00000107286.1	2417
ENSMUSG00000106798.1	1020
ENSMUSG00000107116.1	5000
ENSMUSG00000107115.1	1628
ENSMUSG00000107364.1	2678
ENSMUSG00000106708.1	229
ENSMUSG00000106745.1	924
ENSMUSG00000107144.1	1290
ENSMUSG00000107371.1	2436
ENSMUSG00000100573.1	1128
ENSMUSG00000107334.1	1348
ENSMUSG00000084548.1	117
ENSMUSG00000106938.1	609
ENSMUSG00000087516.5	3167
ENSMUSG00000106991.1	2374
ENSMUSG00000085708.1	1701
ENSMUSG00000085345.1	464
ENSMUSG00000018604.16	6624
ENSMUSG00000086847.1	1345
ENSMUSG00000107053.1	549
ENSMUSG00000106795.1	936
ENSMUSG00000018263.9	4675
ENSMUSG00000107084.1	518
ENSMUSG00000107063.1	708
ENSMUSG00000064617.1	109
ENSMUSG00000029594.10	5280
ENSMUSG00000097368.2	8073
ENSMUSG00000106915.1	1134
ENSMUSG00000080412.1	122
ENSMUSG00000107141.1	639
ENSMUSG00000098649.2	623
ENSMUSG00000029595.9	2689
ENSMUSG00000029596.11	1497
ENSMUSG00000029597.12	1694
ENSMUSG00000086165.1	432
ENSMUSG00000029598.10	6620
